Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Total/day,Total_Confirmed,Cured,Deaths,Active/Day,Confirmed_Active
350,25/03/2020,6:00 PM,Madhya Pradesh,14,0,14,3448,0,0,14,3119
351,25/03/2020,6:00 PM,Maharashtra,125,3,128,3576,1,3,124,3243
352,25/03/2020,6:00 PM,Manipur,1,0,1,3577,0,0,1,3244
353,25/03/2020,6:00 PM,Mizoram,1,0,1,3578,0,0,1,3245
354,25/03/2020,6:00 PM,Odisha,2,0,2,3580,0,0,2,3247
355,25/03/2020,6:00 PM,Puducherry,1,0,1,3581,0,0,1,3248
356,25/03/2020,6:00 PM,Punjab,29,0,29,3610,0,1,28,3276
357,25/03/2020,6:00 PM,Rajasthan,34,2,36,3646,3,0,33,3309
358,25/03/2020,6:00 PM,Tamil Nadu,16,2,18,3664,1,0,17,3326
359,25/03/2020,6:00 PM,Telengana,25,10,35,3699,1,0,34,3360
360,25/03/2020,6:00 PM,Chandigarh,7,0,7,3706,0,0,7,3367
361,25/03/2020,6:00 PM,Jammu and Kashmir,7,0,7,3713,1,0,6,3373
362,25/03/2020,6:00 PM,Ladakh,13,0,13,3726,0,0,13,3386
363,25/03/2020,6:00 PM,Uttar Pradesh,36,1,37,3763,11,0,26,3412
364,25/03/2020,6:00 PM,Uttarakhand,3,1,4,3767,0,0,4,3416
365,25/03/2020,6:00 PM,West Bengal,9,0,9,3776,0,1,8,3424
366,26/03/2020,6:00 PM,Andaman and Nicobar Islands,1,0,1,3777,0,0,1,3425
367,26/03/2020,6:00 PM,Andhra Pradesh,11,0,11,3788,1,0,10,3435
368,26/03/2020,6:00 PM,Bihar,6,0,6,3794,0,1,5,3440
369,26/03/2020,6:00 PM,Chandigarh,7,0,7,3801,0,0,7,3447
370,26/03/2020,6:00 PM,Chhattisgarh,6,0,6,3807,0,0,6,3453
371,26/03/2020,6:00 PM,Delhi,35,1,36,3843,6,1,29,3482
372,26/03/2020,6:00 PM,Goa,3,0,3,3846,0,0,3,3485
373,26/03/2020,6:00 PM,Gujarat,42,1,43,3889,0,3,40,3525
374,26/03/2020,6:00 PM,Haryana,16,14,30,3919,11,0,19,3544
375,26/03/2020,6:00 PM,Himachal Pradesh,3,0,3,3922,0,1,2,3546
376,26/03/2020,6:00 PM,Jammu and Kashmir,13,0,13,3935,1,0,12,3558
377,26/03/2020,6:00 PM,Karnataka,55,0,55,3990,3,2,50,3608
378,26/03/2020,6:00 PM,Kerala,110,8,118,4108,6,0,112,3720
379,26/03/2020,6:00 PM,Ladakh,13,0,13,4121,0,0,13,3733
380,26/03/2020,6:00 PM,Madhya Pradesh,20,0,20,4141,0,1,19,3752
381,26/03/2020,6:00 PM,Maharashtra,121,3,124,4265,1,3,120,3872
382,26/03/2020,6:00 PM,Manipur,1,0,1,4266,0,0,1,3873
383,26/03/2020,6:00 PM,Mizoram,1,0,1,4267,0,0,1,3874
384,26/03/2020,6:00 PM,Odisha,2,0,2,4269,0,0,2,3876
385,26/03/2020,6:00 PM,Puducherry,1,0,1,4270,0,0,1,3877
386,26/03/2020,6:00 PM,Punjab,33,0,33,4303,0,1,32,3909
387,26/03/2020,6:00 PM,Rajasthan,39,2,41,4344,3,0,38,3947
388,26/03/2020,6:00 PM,Tamil Nadu,20,6,26,4370,1,1,24,3971
389,26/03/2020,6:00 PM,Telengana,34,10,44,4414,1,0,43,4014
390,26/03/2020,6:00 PM,Uttarakhand,4,1,5,4419,0,0,5,4019
391,26/03/2020,6:00 PM,Uttar Pradesh,40,1,41,4460,11,0,30,4049
392,26/03/2020,6:00 PM,West Bengal,10,0,10,4470,0,1,9,4058
393,27/03/2020,10:00 AM,Andaman and Nicobar Islands,1,0,1,4471,0,0,1,4059
394,27/03/2020,10:00 AM,Andhra Pradesh,12,0,12,4483,1,0,11,4070
395,27/03/2020,10:00 AM,Bihar,6,0,6,4489,0,1,5,4075
396,27/03/2020,10:00 AM,Chandigarh,7,0,7,4496,0,0,7,4082
397,27/03/2020,10:00 AM,Chhattisgarh,6,0,6,4502,0,0,6,4088
398,27/03/2020,10:00 AM,Delhi,35,1,36,4538,6,1,29,4117
399,27/03/2020,10:00 AM,Goa,3,0,3,4541,0,0,3,4120
400,27/03/2020,10:00 AM,Gujarat,42,1,43,4584,0,3,40,4160
401,27/03/2020,10:00 AM,Haryana,16,14,30,4614,11,0,19,4179
402,27/03/2020,10:00 AM,Himachal Pradesh,3,0,3,4617,0,1,2,4181
403,27/03/2020,10:00 AM,Jammu and Kashmir,13,0,13,4630,1,1,11,4192
404,27/03/2020,10:00 AM,Karnataka,55,0,55,4685,3,2,50,4242
405,27/03/2020,10:00 AM,Kerala,129,8,137,4822,11,0,126,4368
406,27/03/2020,10:00 AM,Ladakh,13,0,13,4835,3,0,10,4378
407,27/03/2020,10:00 AM,Madhya Pradesh,20,0,20,4855,0,1,19,4397
408,27/03/2020,10:00 AM,Maharashtra,127,3,130,4985,15,4,111,4508
409,27/03/2020,10:00 AM,Manipur,1,0,1,4986,0,0,1,4509
410,27/03/2020,10:00 AM,Mizoram,1,0,1,4987,0,0,1,4510
411,27/03/2020,10:00 AM,Odisha,2,0,2,4989,0,0,2,4512
412,27/03/2020,10:00 AM,Puducherry,1,0,1,4990,0,0,1,4513
413,27/03/2020,10:00 AM,Punjab,33,0,33,5023,0,1,32,4545
414,27/03/2020,10:00 AM,Rajasthan,39,2,41,5064,3,0,38,4583
415,27/03/2020,10:00 AM,Tamil Nadu,23,6,29,5093,1,1,27,4610
416,27/03/2020,10:00 AM,Telengana,35,10,45,5138,1,0,44,4654
417,27/03/2020,10:00 AM,Uttarakhand,4,1,5,5143,0,0,5,4659
418,27/03/2020,10:00 AM,Uttar Pradesh,40,1,41,5184,11,0,30,4689
419,27/03/2020,10:00 AM,West Bengal,10,0,10,5194,0,1,9,4698
420,28/03/2020,6:00 PM,Andhra Pradesh,14,0,14,5208,1,0,13,4711
421,28/03/2020,6:00 PM,Andaman and Nicobar Islands,6,0,6,5214,0,0,6,4717
422,28/03/2020,6:00 PM,Bihar,9,0,9,5223,0,1,8,4725
423,28/03/2020,6:00 PM,Chandigarh,8,0,8,5231,0,0,8,4733
424,28/03/2020,6:00 PM,Chhattisgarh,6,0,6,5237,0,0,6,4739
425,28/03/2020,6:00 PM,Delhi,38,1,39,5276,6,1,32,4771
426,28/03/2020,6:00 PM,Goa,3,0,3,5279,0,0,3,4774
427,28/03/2020,6:00 PM,Gujarat,44,1,45,5324,0,3,42,4816
428,28/03/2020,6:00 PM,Haryana,19,14,33,5357,12,0,21,4837
429,28/03/2020,6:00 PM,Himachal Pradesh,3,0,3,5360,0,1,2,4839
430,28/03/2020,6:00 PM,Jammu and Kashmir,20,0,20,5380,1,1,18,4857
431,28/03/2020,6:00 PM,Karnataka,55,0,55,5435,3,2,50,4907
432,28/03/2020,6:00 PM,Kerala,168,8,176,5611,11,0,165,5072
433,28/03/2020,6:00 PM,Ladakh,13,0,13,5624,3,0,10,5082
434,28/03/2020,6:00 PM,Madhya Pradesh,30,0,30,5654,0,2,28,5110
435,28/03/2020,6:00 PM,Maharashtra,177,3,180,5834,25,5,150,5260
436,28/03/2020,6:00 PM,Manipur,1,0,1,5835,0,0,1,5261
437,28/03/2020,6:00 PM,Mizoram,1,0,1,5836,0,0,1,5262
438,28/03/2020,6:00 PM,Odisha,3,0,3,5839,0,0,3,5265
439,28/03/2020,6:00 PM,Puducherry,1,0,1,5840,0,0,1,5266
440,28/03/2020,6:00 PM,Punjab,38,0,38,5878,1,1,36,5302
441,28/03/2020,6:00 PM,Rajasthan,52,2,54,5932,3,0,51,5353
442,28/03/2020,6:00 PM,Tamil Nadu,34,6,40,5972,2,1,37,5390
443,28/03/2020,6:00 PM,Telengana,46,10,56,6028,1,0,55,5445
444,28/03/2020,6:00 PM,Uttarakhand,4,1,5,6033,0,0,5,5450
445,28/03/2020,6:00 PM,Uttar Pradesh,54,1,55,6088,11,0,44,5494
446,28/03/2020,6:00 PM,West Bengal,15,0,15,6103,0,1,14,5508
447,29/03/2020,7:30 PM,Andhra Pradesh,115,142,257,6360,1,0,256,5764
448,29/03/2020,7:30 PM,Andaman and Nicobar Islands,68,117,185,6545,0,0,185,5949
449,29/03/2020,7:30 PM,Bihar,111,140,251,6796,0,1,250,6199
450,29/03/2020,7:30 PM,Chandigarh,186,0,186,6982,0,0,186,6385
451,29/03/2020,7:30 PM,Chhattisgarh,125,6,131,7113,0,0,131,6516
452,29/03/2020,7:30 PM,Delhi,30,98,128,7241,6,2,120,6636
453,29/03/2020,7:30 PM,Goa,58,72,130,7371,0,0,130,6766
454,29/03/2020,7:30 PM,Gujarat,110,148,258,7629,1,5,252,7018
455,29/03/2020,7:30 PM,Haryana,27,61,88,7717,17,0,71,7089
456,29/03/2020,7:30 PM,Himachal Pradesh,95,74,169,7886,0,1,168,7257
457,29/03/2020,7:30 PM,Jammu and Kashmir,57,117,174,8060,1,2,171,7428
458,29/03/2020,7:30 PM,Karnataka,133,61,194,8254,5,3,186,7614
459,29/03/2020,7:30 PM,Kerala,21,64,85,8339,15,1,69,7683
460,29/03/2020,7:30 PM,Ladakh,66,119,185,8524,3,0,182,7865
461,29/03/2020,7:30 PM,Madhya Pradesh,187,10,197,8721,0,2,195,8060
462,29/03/2020,7:30 PM,Maharashtra,57,12,69,8790,25,6,38,8098
463,29/03/2020,7:30 PM,Manipur,41,31,72,8862,0,0,72,8170
464,29/03/2020,7:30 PM,Mizoram,160,48,208,9070,0,0,208,8378
465,29/03/2020,7:30 PM,Odisha,151,12,163,9233,0,0,163,8541
466,29/03/2020,7:30 PM,Puducherry,168,11,179,9412,0,0,179,8720
467,29/03/2020,7:30 PM,Punjab,112,64,176,9588,1,1,174,8894
468,29/03/2020,7:30 PM,Rajasthan,87,34,121,9709,3,0,118,9012
469,29/03/2020,7:30 PM,Tamil Nadu,76,49,125,9834,4,1,120,9132
470,29/03/2020,7:30 PM,Telengana,146,132,278,10112,1,1,276,9408
471,29/03/2020,7:30 PM,Uttarakhand,193,122,315,10427,2,0,313,9721
472,29/03/2020,7:30 PM,Uttar Pradesh,152,105,257,10684,11,0,246,9967
473,29/03/2020,7:30 PM,West Bengal,58,65,123,10807,0,1,122,10089
474,30/03/2020,9:30 PM,Andhra Pradesh,80,125,205,11012,1,0,204,10293
475,30/03/2020,9:30 PM,Andaman and Nicobar Islands,157,144,301,11313,0,0,301,10594
476,30/03/2020,9:30 PM,Bihar,24,12,36,11349,0,1,35,10629
477,30/03/2020,9:30 PM,Chandigarh,20,95,115,11464,0,0,115,10744
478,30/03/2020,9:30 PM,Chhattisgarh,108,66,174,11638,0,0,174,10918
479,30/03/2020,9:30 PM,Delhi,101,75,176,11814,6,2,168,11086
480,30/03/2020,9:30 PM,Goa,139,53,192,12006,0,0,192,11278
481,30/03/2020,9:30 PM,Gujarat,68,94,162,12168,1,6,155,11433
482,30/03/2020,9:30 PM,Haryana,132,32,164,12332,18,0,146,11579
483,30/03/2020,9:30 PM,Himachal Pradesh,79,14,93,12425,0,1,92,11671
484,30/03/2020,9:30 PM,Jammu and Kashmir,173,11,184,12609,2,2,180,11851
485,30/03/2020,9:30 PM,Karnataka,24,57,81,12690,5,3,73,11924
486,30/03/2020,9:30 PM,Kerala,149,107,256,12946,19,1,236,12160
487,30/03/2020,9:30 PM,Ladakh,38,121,159,13105,3,0,156,12316
488,30/03/2020,9:30 PM,Madhya Pradesh,187,33,220,13325,0,3,217,12533
489,30/03/2020,9:30 PM,Maharashtra,32,10,42,13367,25,8,9,12542
490,30/03/2020,9:30 PM,Manipur,103,30,133,13500,0,0,133,12675
491,30/03/2020,9:30 PM,Mizoram,177,128,305,13805,0,0,305,12980
492,30/03/2020,9:30 PM,Odisha,196,95,291,14096,0,0,291,13271
493,30/03/2020,9:30 PM,Puducherry,193,82,275,14371,0,0,275,13546
494,30/03/2020,9:30 PM,Punjab,26,5,31,14402,1,1,29,13575
495,30/03/2020,9:30 PM,Rajasthan,82,49,131,14533,3,0,128,13703
496,30/03/2020,9:30 PM,Tamil Nadu,72,49,121,14654,4,1,116,13819
497,30/03/2020,9:30 PM,Telengana,72,68,140,14794,1,1,138,13957
498,30/03/2020,9:30 PM,Uttarakhand,50,20,70,14864,2,0,68,14025
499,30/03/2020,9:30 PM,Uttar Pradesh,117,145,262,15126,11,0,251,14276
500,30/03/2020,9:30 PM,West Bengal,91,10,101,15227,0,1,100,14376
501,30/03/2020,9:30 PM,Unassigned,181,144,325,15552,0,0,325,14701
502,31/03/2020,8:30 PM,Andhra Pradesh,192,51,243,15795,1,0,242,14943
503,31/03/2020,8:30 PM,Andaman and Nicobar Islands,66,60,126,15921,0,0,126,15069
504,31/03/2020,8:30 PM,Bihar,133,131,264,16185,0,1,263,15332
505,31/03/2020,8:30 PM,Chandigarh,177,83,260,16445,0,0,260,15592
506,31/03/2020,8:30 PM,Chhattisgarh,179,23,202,16647,0,0,202,15794
507,31/03/2020,8:30 PM,Delhi,174,142,316,16963,6,2,308,16102
508,31/03/2020,8:30 PM,Goa,115,102,217,17180,0,0,217,16319
509,31/03/2020,8:30 PM,Gujarat,141,104,245,17425,3,6,236,16555
510,31/03/2020,8:30 PM,Haryana,88,142,230,17655,21,0,209,16764
511,31/03/2020,8:30 PM,Himachal Pradesh,149,113,262,17917,0,1,261,17025
512,31/03/2020,8:30 PM,Jammu and Kashmir,64,61,125,18042,2,2,121,17146
513,31/03/2020,8:30 PM,Karnataka,176,55,231,18273,5,3,223,17369
514,31/03/2020,8:30 PM,Kerala,174,119,293,18566,19,1,273,17642
515,31/03/2020,8:30 PM,Ladakh,76,83,159,18725,3,0,156,17798
516,31/03/2020,8:30 PM,Madhya Pradesh,49,57,106,18831,0,3,103,17901
517,31/03/2020,8:30 PM,Maharashtra,154,20,174,19005,39,9,126,18027
518,31/03/2020,8:30 PM,Manipur,96,2,98,19103,0,0,98,18125
519,31/03/2020,8:30 PM,Mizoram,164,65,229,19332,0,0,229,18354
520,31/03/2020,8:30 PM,Odisha,175,39,214,19546,0,0,214,18568
521,31/03/2020,8:30 PM,Puducherry,167,96,263,19809,0,0,263,18831
522,31/03/2020,8:30 PM,Punjab,137,62,199,20008,1,3,195,19026
523,31/03/2020,8:30 PM,Rajasthan,76,73,149,20157,3,0,146,19172
524,31/03/2020,8:30 PM,Tamil Nadu,132,112,244,20401,4,1,239,19411
525,31/03/2020,8:30 PM,Telengana,140,120,260,20661,1,1,258,19669
526,31/03/2020,8:30 PM,Uttarakhand,46,16,62,20723,2,0,60,19729
527,31/03/2020,8:30 PM,Uttar Pradesh,133,72,205,20928,14,0,191,19920
528,31/03/2020,8:30 PM,West Bengal,25,92,117,21045,0,2,115,20035
529,31/03/2020,8:30 PM,Unassigned,93,147,240,21285,0,0,240,20275
530,1/4/2020,7:30 PM,Andhra Pradesh,194,117,311,21596,1,0,310,20585
531,1/4/2020,7:30 PM,Andaman and Nicobar Islands,69,124,193,21789,0,0,193,20778
532,1/4/2020,7:30 PM,Assam,164,33,197,21986,0,0,197,20975
533,1/4/2020,7:30 PM,Bihar,143,65,208,22194,0,1,207,21182
534,1/4/2020,7:30 PM,Chandigarh,61,52,113,22307,0,0,113,21295
535,1/4/2020,7:30 PM,Chhattisgarh,93,103,196,22503,2,0,194,21489
536,1/4/2020,7:30 PM,Delhi,87,55,142,22645,6,2,134,21623
537,1/4/2020,7:30 PM,Goa,146,8,154,22799,0,0,154,21777
538,1/4/2020,7:30 PM,Gujarat,100,59,159,22958,5,6,148,21925
539,1/4/2020,7:30 PM,Haryana,51,6,57,23015,21,0,36,21961
540,1/4/2020,7:30 PM,Himachal Pradesh,32,12,44,23059,0,1,43,22004
541,1/4/2020,7:30 PM,Jammu and Kashmir,26,37,63,23122,2,2,59,22063
542,1/4/2020,7:30 PM,Jharkhand,112,146,258,23380,0,0,258,22321
543,1/4/2020,7:30 PM,Karnataka,123,87,210,23590,8,3,199,22520
544,1/4/2020,7:30 PM,Kerala,123,24,147,23737,23,2,122,22642
545,1/4/2020,7:30 PM,Ladakh,123,73,196,23933,3,0,193,22835
546,1/4/2020,7:30 PM,Madhya Pradesh,69,144,213,24146,0,3,210,23045
547,1/4/2020,7:30 PM,Maharashtra,117,79,196,24342,39,9,148,23193
548,1/4/2020,7:30 PM,Manipur,28,63,91,24433,0,0,91,23284
549,1/4/2020,7:30 PM,Mizoram,104,83,187,24620,0,0,187,23471
550,1/4/2020,7:30 PM,Odisha,96,94,190,24810,0,0,190,23661
551,1/4/2020,7:30 PM,Puducherry,147,59,206,25016,1,0,205,23866
552,1/4/2020,7:30 PM,Punjab,111,139,250,25266,1,3,246,24112
553,1/4/2020,7:30 PM,Rajasthan,22,104,126,25392,3,0,123,24235
554,1/4/2020,7:30 PM,Tamil Nadu,131,94,225,25617,6,1,218,24453
555,1/4/2020,7:30 PM,Telengana,22,149,171,25788,1,3,167,24620
556,1/4/2020,7:30 PM,Uttarakhand,185,86,271,26059,2,0,269,24889
557,1/4/2020,7:30 PM,Uttar Pradesh,127,26,153,26212,14,2,137,25026
558,1/4/2020,7:30 PM,West Bengal,137,30,167,26379,6,3,158,25184
559,2/4/2020,6:00 PM,Andhra Pradesh,142,147,289,26668,1,1,287,25471
560,2/4/2020,6:00 PM,Andaman and Nicobar Islands,137,80,217,26885,0,0,217,25688
561,2/4/2020,6:00 PM,Assam,58,13,71,26956,0,0,71,25759
562,2/4/2020,6:00 PM,Bihar,26,14,40,26996,0,1,39,25798
563,2/4/2020,6:00 PM,Chandigarh,175,141,316,27312,0,0,316,26114
564,2/4/2020,6:00 PM,Chhattisgarh,123,98,221,27533,2,0,219,26333
565,2/4/2020,6:00 PM,Delhi,161,23,184,27717,8,4,172,26505
566,2/4/2020,6:00 PM,Goa,177,129,306,28023,0,0,306,26811
567,2/4/2020,6:00 PM,Gujarat,88,25,113,28136,8,7,98,26909
568,2/4/2020,6:00 PM,Haryana,65,103,168,28304,21,0,147,27056
569,2/4/2020,6:00 PM,Himachal Pradesh,175,28,203,28507,1,1,201,27257
570,2/4/2020,6:00 PM,Jammu and Kashmir,23,134,157,28664,2,2,153,27410
571,2/4/2020,6:00 PM,Jharkhand,64,19,83,28747,0,0,83,27493
572,2/4/2020,6:00 PM,Karnataka,179,16,195,28942,9,3,183,27676
573,2/4/2020,6:00 PM,Kerala,140,121,261,29203,25,2,234,27910
574,2/4/2020,6:00 PM,Ladakh,134,0,134,29337,3,0,131,28041
575,2/4/2020,6:00 PM,Madhya Pradesh,80,104,184,29521,0,6,178,28219
576,2/4/2020,6:00 PM,Maharashtra,194,142,336,29857,42,13,281,28500
577,2/4/2020,6:00 PM,Manipur,97,138,235,30092,0,0,235,28735
578,2/4/2020,6:00 PM,Mizoram,76,68,144,30236,0,0,144,28879
579,2/4/2020,6:00 PM,Odisha,28,150,178,30414,0,0,178,29057
580,2/4/2020,6:00 PM,Puducherry,29,133,162,30576,1,0,161,29218
581,2/4/2020,6:00 PM,Punjab,70,61,131,30707,1,4,126,29344
582,2/4/2020,6:00 PM,Rajasthan,18,104,122,30829,3,0,119,29463
583,2/4/2020,6:00 PM,Tamil Nadu,22,72,94,30923,6,1,87,29550
584,2/4/2020,6:00 PM,Telengana,48,93,141,31064,1,3,137,29687
585,2/4/2020,6:00 PM,Uttarakhand,75,53,128,31192,2,0,126,29813
586,2/4/2020,6:00 PM,Uttar Pradesh,110,77,187,31379,14,2,171,29984
587,2/4/2020,6:00 PM,West Bengal,142,111,253,31632,6,3,244,30228
588,3/4/2020,6:00 PM,Andhra Pradesh,161,109,270,31902,1,1,268,30496
589,3/4/2020,6:00 PM,Andaman and Nicobar Islands,139,18,157,32059,0,0,157,30653
590,3/4/2020,6:00 PM,Arunachal Pradesh,149,22,171,32230,0,0,171,30824
591,3/4/2020,6:00 PM,Assam,158,46,204,32434,0,0,204,31028
592,3/4/2020,6:00 PM,Bihar,44,124,168,32602,0,1,167,31195
593,3/4/2020,6:00 PM,Chandigarh,162,53,215,32817,0,0,215,31410
594,3/4/2020,6:00 PM,Chhattisgarh,25,150,175,32992,3,0,172,31582
595,3/4/2020,6:00 PM,Delhi,192,119,311,33303,8,4,299,31881
596,3/4/2020,6:00 PM,Goa,50,100,150,33453,0,0,150,32031
597,3/4/2020,6:00 PM,Gujarat,108,107,215,33668,10,8,197,32228
598,3/4/2020,6:00 PM,Haryana,150,124,274,33942,24,0,250,32478
599,3/4/2020,6:00 PM,Himachal Pradesh,188,65,253,34195,1,1,251,32729
600,3/4/2020,6:00 PM,Jammu and Kashmir,159,116,275,34470,3,2,270,32999
601,3/4/2020,6:00 PM,Jharkhand,23,65,88,34558,0,0,88,33087
602,3/4/2020,6:00 PM,Karnataka,19,22,41,34599,10,3,28,33115
603,3/4/2020,6:00 PM,Kerala,171,70,241,34840,27,2,212,33327
604,3/4/2020,6:00 PM,Ladakh,65,72,137,34977,3,0,134,33461
605,3/4/2020,6:00 PM,Madhya Pradesh,109,101,210,35187,0,6,204,33665
606,3/4/2020,6:00 PM,Maharashtra,179,49,228,35415,42,16,170,33835
607,3/4/2020,6:00 PM,Manipur,198,107,305,35720,0,0,305,34140
608,3/4/2020,6:00 PM,Mizoram,59,27,86,35806,0,0,86,34226
609,3/4/2020,6:00 PM,Odisha,117,100,217,36023,0,0,217,34443
610,3/4/2020,6:00 PM,Puducherry,194,31,225,36248,1,0,224,34667
611,3/4/2020,6:00 PM,Punjab,97,31,128,36376,1,5,122,34789
612,3/4/2020,6:00 PM,Rajasthan,57,52,109,36485,3,0,106,34895
613,3/4/2020,6:00 PM,Tamil Nadu,84,135,219,36704,6,1,212,35107
614,3/4/2020,6:00 PM,Telengana,111,55,166,36870,1,7,158,35265
615,3/4/2020,6:00 PM,Uttarakhand,25,7,32,36902,2,0,30,35295
616,3/4/2020,6:00 PM,Uttar Pradesh,98,79,177,37079,14,2,161,35456
617,3/4/2020,6:00 PM,West Bengal,160,15,175,37254,3,3,169,35625
618,3/4/2020,6:00 PM,Unassigned,89,34,123,37377,0,0,123,35748
619,4/4/2020,6:00 PM,Andhra Pradesh,147,110,257,37634,1,1,255,36003
620,4/4/2020,6:00 PM,Andaman and Nicobar Islands,88,30,118,37752,0,0,118,36121
621,4/4/2020,6:00 PM,Arunachal Pradesh,95,71,166,37918,0,0,166,36287
622,4/4/2020,6:00 PM,Assam,146,114,260,38178,0,0,260,36547
623,4/4/2020,6:00 PM,Bihar,65,107,172,38350,0,1,171,36718
624,4/4/2020,6:00 PM,Chandigarh,41,76,117,38467,0,0,117,36835
625,4/4/2020,6:00 PM,Chhattisgarh,35,72,107,38574,3,0,104,36939
626,4/4/2020,6:00 PM,Delhi,136,73,209,38783,15,6,188,37127
627,4/4/2020,6:00 PM,Goa,107,3,110,38893,0,0,110,37237
628,4/4/2020,6:00 PM,Gujarat,200,50,250,39143,14,10,226,37463
629,4/4/2020,6:00 PM,Haryana,78,9,87,39230,24,0,63,37526
630,4/4/2020,6:00 PM,Himachal Pradesh,84,142,226,39456,1,1,224,37750
631,4/4/2020,6:00 PM,Jammu and Kashmir,118,107,225,39681,3,2,220,37970
632,4/4/2020,6:00 PM,Jharkhand,79,17,96,39777,0,0,96,38066
633,4/4/2020,6:00 PM,Karnataka,165,55,220,39997,12,3,205,38271
634,4/4/2020,6:00 PM,Kerala,147,69,216,40213,41,2,173,38444
635,4/4/2020,6:00 PM,Ladakh,28,5,33,40246,3,0,30,38474
636,4/4/2020,6:00 PM,Madhya Pradesh,200,97,297,40543,0,6,291,38765
637,4/4/2020,6:00 PM,Maharashtra,43,47,90,40633,42,24,24,38789
638,4/4/2020,6:00 PM,Manipur,67,140,207,40840,0,0,207,38996
639,4/4/2020,6:00 PM,Mizoram,191,54,245,41085,0,0,245,39241
640,4/4/2020,6:00 PM,Odisha,192,60,252,41337,0,0,252,39493
641,4/4/2020,6:00 PM,Puducherry,48,38,86,41423,1,0,85,39578
642,4/4/2020,6:00 PM,Punjab,126,79,205,41628,1,5,199,39777
643,4/4/2020,6:00 PM,Rajasthan,167,101,268,41896,21,0,247,40024
644,4/4/2020,6:00 PM,Tamil Nadu,22,60,82,41978,6,2,74,40098
645,4/4/2020,6:00 PM,Telengana,86,64,150,42128,1,7,142,40240
646,4/4/2020,6:00 PM,Uttarakhand,40,40,80,42208,2,0,78,40318
647,4/4/2020,6:00 PM,Uttar Pradesh,128,138,266,42474,19,2,245,40563
648,4/4/2020,6:00 PM,West Bengal,21,131,152,42626,3,3,146,40709
649,5/4/2020,6:00 PM,Andhra Pradesh,89,132,221,42847,1,1,219,40928
650,5/4/2020,6:00 PM,Andaman and Nicobar Islands,154,62,216,43063,0,0,216,41144
651,5/4/2020,6:00 PM,Arunachal Pradesh,56,150,206,43269,0,0,206,41350
652,5/4/2020,6:00 PM,Assam,132,105,237,43506,0,0,237,41587
653,5/4/2020,6:00 PM,Bihar,79,123,202,43708,0,1,201,41788
654,5/4/2020,6:00 PM,Chandigarh,69,148,217,43925,0,0,217,42005
655,5/4/2020,6:00 PM,Chhattisgarh,173,64,237,44162,3,0,234,42239
656,5/4/2020,6:00 PM,Delhi,165,112,277,44439,18,7,252,42491
657,5/4/2020,6:00 PM,Goa,17,82,99,44538,0,0,99,42590
658,5/4/2020,6:00 PM,Gujarat,104,3,107,44645,18,11,78,42668
659,5/4/2020,6:00 PM,Haryana,190,114,304,44949,25,1,278,42946
660,5/4/2020,6:00 PM,Himachal Pradesh,103,56,159,45108,1,1,157,43103
661,5/4/2020,6:00 PM,Jammu and Kashmir,148,57,205,45313,4,2,199,43302
662,5/4/2020,6:00 PM,Jharkhand,31,6,37,45350,0,0,37,43339
663,5/4/2020,6:00 PM,Karnataka,107,95,202,45552,12,4,186,43525
664,5/4/2020,6:00 PM,Kerala,72,135,207,45759,49,2,156,43681
665,5/4/2020,6:00 PM,Ladakh,142,137,279,46038,10,0,269,43950
666,5/4/2020,6:00 PM,Madhya Pradesh,21,138,159,46197,0,9,150,44100
667,5/4/2020,6:00 PM,Maharashtra,60,79,139,46336,42,24,73,44173
668,5/4/2020,6:00 PM,Manipur,174,35,209,46545,0,0,209,44382
669,5/4/2020,6:00 PM,Mizoram,169,92,261,46806,0,0,261,44643
670,5/4/2020,6:00 PM,Odisha,161,28,189,46995,0,0,189,44832
671,5/4/2020,6:00 PM,Puducherry,100,54,154,47149,1,0,153,44985
672,5/4/2020,6:00 PM,Punjab,192,120,312,47461,1,5,306,45291
673,5/4/2020,6:00 PM,Rajasthan,37,45,82,47543,21,0,61,45352
674,5/4/2020,6:00 PM,Tamil Nadu,28,148,176,47719,6,3,167,45519
675,5/4/2020,6:00 PM,Telengana,27,70,97,47816,32,7,58,45577
676,5/4/2020,6:00 PM,Uttarakhand,131,122,253,48069,2,0,251,45828
677,5/4/2020,6:00 PM,Uttar Pradesh,180,77,257,48326,19,2,236,46064
678,5/4/2020,6:00 PM,West Bengal,143,125,268,48594,10,3,255,46319
679,6/4/2020,6:00 PM,Andhra Pradesh,65,115,180,48774,1,3,176,46495
680,6/4/2020,6:00 PM,Andaman and Nicobar Islands,71,29,100,48874,0,0,100,46595
681,6/4/2020,6:00 PM,Arunachal Pradesh,28,21,49,48923,0,0,49,46644
682,6/4/2020,6:00 PM,Assam,173,56,229,49152,0,0,229,46873
683,6/4/2020,6:00 PM,Bihar,85,26,111,49263,0,1,110,46983
684,6/4/2020,6:00 PM,Chandigarh,45,12,57,49320,0,0,57,47040
685,6/4/2020,6:00 PM,Chhattisgarh,77,140,217,49537,8,0,209,47249
686,6/4/2020,6:00 PM,Delhi,63,5,68,49605,19,7,42,47291
687,6/4/2020,6:00 PM,Goa,72,149,221,49826,0,0,221,47512
